BATCH_ID,PRODUCTION_DATE,TEMPERATURE,DEFECT_COUNT,QUALITY_SCORE,HUMIDITY,MACHINE_RUNTIME,PRESSURE_BAR,OPERATOR_ID,MACHINE_ID
BATCH_1484,2024-05-25,167.97521416847945,34,98.0,32.3,42,7.707652204,001,03
BATCH_4540,2024-06-05,186.04334056678627,0,94.0,41.9,7,4.4,014,02
BATCH_9093,2024-05-14,157.94897943125466,33,85.0,66.9,25,6.16,015,01
BATCH_6654,2024-06-16,240.04396232523288,30,83.0,65.9,16,6.64,014,05
BATCH_1472,2024-02-19,220.4059505052824,10,99.0,64.9,58,3.839002368,019,07
BATCH_4062,2024-02-06,185.41690645378887,41,97.0,67.9,5,2.85,004,07
BATCH_4560,2024-01-09,224.285297565018,43,81.0,52.3,70,4.93664816,005,03
BATCH_5673,2024-02-07,196.09737456234944,14,98.0,56.3,72,7.51,004,07
BATCH_1927,2024-07-19,204.5141419303517,14,94.0,55.5,66,7.205713676,006,09
BATCH_7014,2024-01-20,227.45507023188503,5,90.0,61.0,16,8.92,007,01
BATCH_2104,2024-01-06,173.11127772071575,10,85.0,57.3,22,3.41,016,10
BATCH_8773,2024-04-05,210.19385680308773,31,88.0,32.4,66,8.554328732,009,08
BATCH_9440,2024-06-18,242.8408932112305,16,96.0,48.0,24,1.67,009,06
BATCH_4270,2024-03-09,221.0250320085888,1,85.0,47.9,54,6.36,008,01
BATCH_1517,2024-07-14,152.5274707473209,31,80.0,35.2,40,9.6,018,05
BATCH_3502,2024-02-28,164.45831097279142,27,97.0,72.2,60,1.24,006,02
BATCH_7959,2024-02-27,226.7321883246252,14,100.0,57.4,4,4.49,007,09
BATCH_6367,2024-04-26,203.7594658848331,25,85.0,61.6,49,3.543217164,011,08
BATCH_2416,2024-06-29,177.3392361960628,18,68.0,63.9,54,8.505375936,001,01
BATCH_6102,2024-04-24,159.62262050249498,6,94.0,43.4,52,5.917772508,013,08
BATCH_8595,2024-06-07,181.5833119973792,46,83.0,40.4,69,2.54,010,09
BATCH_7079,2024-06-29,215.5015865454216,48,80.0,70.6,49,6.22,007,08
BATCH_9758,2024-06-06,169.9422327396429,39,11.0,34.8,15,8.489517988,006,02
BATCH_7090,2025-02-16,204.9248709551468,21,81.0,69.0,8,9.985680908,014,06
BATCH_8770,2024-04-07,234.2815315306936,10,92.0,49.7,7,6.723769952,012,04
BATCH_1398,2024-01-28,239.3457476947603,34,84.0,31.8,22,5.733682416,005,08
BATCH_9590,2024-01-09,154.1543977478349,10,94.0,57.2,43,7.362224728,004,04
BATCH_9070,2024-06-06,210.74689270031095,23,98.0,74.4,72,2.22,001,04
BATCH_2140,2024-07-13,152.02959366257406,30,96.0,67.1,4,6.2,007,07
BATCH_4076,2024-01-13,203.90750976069228,11,86.0,33.2,18,4.170640324,020,03
BATCH_1434,2024-02-15,163.08528807540614,37,90.0,68.2,36,5.928804123999999,007,07
BATCH_8091,2024-06-21,165.11792714733537,34,83.0,55.0,68,4.91,008,10
BATCH_3580,2024-06-06,198.914573550637,35,95.0,45.6,23,9.37,016,07
BATCH_4667,2024-04-10,164.88819338237016,6,93.0,65.9,30,6.829259779999999,001,09
BATCH_7946,2024-07-15,208.04499473943048,21,93.0,42.9,9,7.55,003,09
BATCH_3500,2024-02-04,153.37132307959715,16,92.0,68.7,50,9.389284168,006,03
BATCH_1714,2024-01-27,222.697800442854,17,85.0,60.2,17,3.22,002,08
BATCH_2555,2024-06-03,227.13011922628803,31,72.0,59.3,52,6.749280564,019,07
BATCH_2209,2024-01-30,232.81294902531516,50,62.0,34.2,65,3.9355290079999996,017,02
BATCH_9943,2024-03-29,172.50922344298328,7,100.0,31.5,35,5.865372332,011,06
BATCH_1370,2024-06-27,247.79555040751976,48,28.000000000000004,52.4,26,3.267426764,014,01
BATCH_3013,2024-01-04,160.2297546483441,19,84.0,37.1,65,1.19,015,08
BATCH_7401,2024-01-07,203.6405847907567,7,97.0,51.4,65,4.16,001,06
BATCH_9647,2024-04-23,155.12035070476446,8,87.0,70.1,21,4.9407850159999995,019,01
BATCH_3764,2024-07-17,193.51889066423925,44,86.0,69.1,31,3.46,015,03
BATCH_9102,2024-05-05,211.78415828523836,32,87.0,35.5,6,9.88708584,004,01
BATCH_5729,2024-03-27,211.33293326766355,37,85.0,31.0,34,2.76,013,03
BATCH_8719,2024-01-24,209.313701952494,45,83.0,67.9,60,2.537961156,016,09
BATCH_6658,2024-07-18,172.56027931863105,0,91.0,67.2,6,6.787201744,002,01
BATCH_1206,2024-01-21,206.8306872575141,0,99.0,52.7,49,2.61,015,02
BATCH_8162,2024-07-04,196.36134080335125,32,92.0,52.1,19,8.744624108,009,10
BATCH_1927,2024-06-17,167.3789791829367,3,88.0,69.1,12,9.809864528,011,06
BATCH_7458,2024-03-29,217.0377877297979,30,86.0,52.0,7,8.164085316,019,05
BATCH_4158,2025-04-09,217.4503673211754,23,90.0,39.0,48,5.09,014,03
BATCH_8814,2024-06-18,209.9698014206083,9,84.0,42.5,57,7.13,011,04
BATCH_1582,2024-05-05,203.72069868067967,37,83.0,41.2,4,3.4804748479999996,013,10
BATCH_8270,2024-02-24,177.1358196392377,8,94.0,75.4,39,3.1715896,002,10
BATCH_4758,2024-04-08,177.14776006101684,36,59.0,64.7,37,8.08755348,005,01
BATCH_7121,2024-06-23,161.77987894980063,10,98.0,34.3,20,9.93,018,06
BATCH_5611,2024-06-29,173.9667446750455,21,85.0,69.9,38,0.9838822519999999,019,09
BATCH_1501,2025-01-14,183.96022493790176,24,91.0,31.8,34,3.739717824,010,07
BATCH_9885,2024-06-12,212.9440076345952,3,92.0,47.3,38,8.94,015,01
BATCH_1585,2024-06-29,161.1151028432767,32,98.0,71.4,59,8.87,007,08
BATCH_3686,2024-06-19,162.08162191455253,22,93.0,64.5,53,1.44,007,10
BATCH_3203,2024-06-08,226.42787788306163,0,97.0,37.0,40,8.62,003,07
BATCH_3473,2024-01-24,239.8265524728793,19,80.0,59.7,57,3.6962808359999997,015,04
BATCH_2879,2024-03-24,241.47770773726228,38,100.0,69.5,30,3.37,006,06
BATCH_6042,2024-01-16,230.55647256742824,49,89.0,43.4,57,3.597685768,004,10
BATCH_6623,2024-03-11,205.98013696362565,11,81.0,63.8,12,9.07,008,08
BATCH_2870,2024-02-18,157.92370184259445,6,87.0,64.5,65,10.046354796000001,018,08
BATCH_9384,2024-02-27,239.0943913542712,4,84.0,42.4,31,8.435738859999999,009,07
BATCH_8753,2024-05-31,216.94643019204196,4,82.0,69.7,37,3.94035534,016,06
BATCH_5754,2024-05-02,168.00398353873877,39,53.0,62.2,28,1.88,012,01
BATCH_3589,2024-07-07,233.70638625680863,0,85.0,79.5,66,5.83641434,016,01
BATCH_1567,2024-01-12,234.75342538753176,48,91.0,63.5,55,6.78,013,03
BATCH_5106,2024-05-23,185.53026105183235,33,30.0,76.8,38,6.2,006,02
BATCH_7939,2024-03-17,248.71770015413423,9,80.0,51.9,70,1.28,018,07
BATCH_8510,2024-03-13,180.67442892039767,43,81.0,37.2,15,2.138754552,009,08
BATCH_7043,2024-02-18,184.3688187995556,29,84.0,36.4,62,8.565360348,018,04
BATCH_8783,2024-06-26,195.0203199703576,16,97.0,56.9,30,3.6762860319999997,015,07
BATCH_8516,2024-04-19,154.5345164206037,34,92.0,58.9,66,2.73,007,08
BATCH_1190,2024-03-22,235.0464866333492,36,92.0,80.0,19,5.369639088,001,09
BATCH_2216,2024-06-29,185.39484486352623,22,100.0,32.8,32,6.730664712,014,06
BATCH_3914,2024-02-29,1810.2931288259372,33,84.0,75.2,50,9.83,010,04
BATCH_3132,2024-05-26,167.6566761190818,6,90.0,52.9,63,5.487539484,018,09
BATCH_2663,2024-06-09,172.64275413724545,32,99.0,69.7,62,5.264838736,010,07
BATCH_6689,2024-05-14,193.72363383158907,10,81.0,32.2,22,3.821075992,003,06
BATCH_4405,2024-01-27,1982.5801037315612,27,90.0,55.2,25,9.619569152,001,01
BATCH_1396,2025-02-12,183.9846359604195,16,56.99999999999999,65.7,34,1.85124306,012,02
BATCH_3724,2024-06-12,220.8453966378196,30,9.0,63.0,27,3.1,006,10
BATCH_8245,2024-06-14,197.8293897081168,8,89.0,39.9,46,5.04,019,02
BATCH_2607,2024-03-17,224.3432845563493,32,93.0,45.8,39,5.442723544,013,02
BATCH_2385,2024-02-11,203.52611370878915,7,95.0,43.8,42,4.370588364,019,10
BATCH_8118,2024-05-15,196.83815616342773,24,85.0,55.0,56,3.7,001,06
BATCH_3047,2024-02-01,191.913878497216,46,93.0,44.2,53,1.791948124,020,02
BATCH_2447,2024-02-14,187.97352144677308,38,94.0,77.2,58,7.64,014,09
BATCH_2293,2024-02-14,202.3383004629405,29,86.0,38.9,32,6.95,013,04
BATCH_2721,2024-07-05,224.68005548196408,17,82.0,60.4,47,6.406610992,007,04
BATCH_7952,2024-03-14,152.17559310665422,15,77.0,63.7,12,2.031885772,010,09
BATCH_8216,2024-04-13,219.5111037483395,25,89.0,36.4,36,5.45,015,10
BATCH_1481,2024-04-10,206.63133931743872,21,90.0,53.7,19,8.09100086,011,05
BATCH_6607,2024-02-12,236.8366058790341,3,90.0,68.4,54,8.96,001,10
BATCH_6766,2024-04-24,183.92906835200293,44,84.0,30.8,48,2.30284984,006,08
BATCH_8028,2024-01-21,173.22411287289154,18,86.0,34.1,45,2.09,018,10
BATCH_3387,2024-01-24,199.70441629880904,22,99.0,63.9,64,7.14,002,06
BATCH_6628,2024-03-24,170.42011458665388,39,91.0,35.1,62,4.51,013,03
BATCH_8200,2024-06-10,197.5880312508055,5,85.0,32.1,4,3.33,005,09
BATCH_4341,2024-03-24,234.77004092166987,18,85.0,41.6,37,6.590011607999999,009,07
BATCH_5082,2024-05-05,177.82088008044073,17,86.0,47.6,71,4.183740368,013,07
BATCH_6442,2024-05-04,172.74521692230422,37,80.0,37.4,58,7.307756123999999,011,04
BATCH_6601,2024-02-29,200.9264782209127,10,86.0,63.2,67,1.256914748,003,02
BATCH_2646,2024-04-04,178.07173434258226,47,90.0,62.1,13,4.06,012,06
BATCH_2042,2024-06-13,214.1855672134568,44,99.0,76.3,38,2.3207762159999996,009,02
BATCH_1704,2024-04-19,150.1588592816929,26,24.0,76.0,33,5.403423412,012,02
BATCH_4249,2024-02-22,219.6407417134768,44,81.0,59.3,49,8.368170212,008,10
BATCH_1433,2024-03-16,249.2563067414742,45,91.0,52.5,49,1.545805192,020,10
BATCH_5963,2025-03-04,172.8294259087324,41,98.0,48.9,46,3.625954284,010,03
BATCH_1159,2024-04-05,206.25198735236492,29,88.0,71.5,49,3.2,010,07
BATCH_5291,2024-04-03,220.330386193024,47,33.0,66.1,28,3.8369339399999998,019,09
BATCH_6513,2024-06-04,239.25699072795408,6,81.0,52.8,13,4.68,011,06
BATCH_1217,2024-02-26,237.3392171389623,11,98.0,72.5,63,5.77,015,07
BATCH_2843,2024-01-01,215.51622267344905,9,92.0,70.1,14,1.070756228,020,09
BATCH_6205,2024-07-05,1895.9310996365264,13,93.0,39.7,44,5.47,015,10
BATCH_2716,2024-05-04,228.1469888738102,22,93.0,74.5,59,2.42,016,10
BATCH_9180,2024-01-08,189.06773906498145,34,48.0,46.4,9,9.0,002,03
BATCH_5275,2024-07-07,202.88005687694329,8,82.0,50.8,54,5.111085588,020,07
BATCH_5222,2024-03-13,177.61177391008792,10,85.0,58.6,56,3.75,013,10
BATCH_8421,2024-04-26,196.7241725927332,48,92.0,31.9,30,5.1,012,06
BATCH_4071,2024-06-17,196.5472074887749,20,86.0,41.8,53,6.13,003,09
BATCH_1662,2024-01-23,197.03193866088296,9,89.0,77.6,14,1.77,018,08
BATCH_4443,2024-01-04,2454.343610754184,40,100.0,33.1,70,5.393081272,012,05
BATCH_7360,2024-03-23,202.3640426146614,23,83.0,69.2,16,6.881659956,017,02
BATCH_4932,2024-07-14,160.40922541555082,37,88.0,71.7,12,8.82,001,04
BATCH_7174,2024-04-30,195.83900796509417,27,97.0,60.1,50,9.555447884,017,05
BATCH_1582,2024-07-02,179.08212094414543,37,91.0,44.9,14,7.076092188,014,08
BATCH_8012,2024-06-30,195.4916297489567,0,96.0,73.4,59,6.407300468,017,01
BATCH_3910,2024-05-28,237.29427652722848,34,87.0,62.7,16,5.83,008,08
BATCH_6117,2024-07-15,227.3502492439192,11,95.0,76.3,25,3.927255296,013,03
BATCH_8251,2024-01-11,154.30573151825664,41,37.0,52.7,31,5.02,019,09
BATCH_7988,2024-01-13,175.89805779458905,37,98.0,55.5,56,3.232952964,009,09
BATCH_2179,2024-03-13,182.24954877260336,18,94.0,40.4,34,7.53,013,05
BATCH_1225,2024-07-05,174.19897446209418,25,90.0,59.0,72,9.225878355999999,013,04
BATCH_7809,2024-02-01,249.48819937715453,21,96.0,41.4,59,7.744194432,019,04
BATCH_1126,2024-04-30,242.22281843790145,21,88.0,64.8,69,9.605090156,002,05
BATCH_5587,2024-01-26,244.6342193687973,42,93.0,72.0,24,2.989567936,003,06
BATCH_1936,2024-02-01,164.89890281200607,3,81.0,61.9,60,7.831757884,008,04
BATCH_4238,2024-05-18,216.66976387478712,34,87.0,58.7,54,6.48,003,04
BATCH_2629,2024-07-18,183.2540395031864,10,98.0,38.6,52,7.54,019,04
BATCH_2997,2024-04-17,221.9368174743221,17,99.0,36.1,24,9.93,013,09
BATCH_6589,2024-05-29,206.19075342975907,15,96.0,55.8,26,6.519685056,006,01
BATCH_8205,2024-01-03,152.04311788394358,25,81.0,41.0,7,5.128322487999999,011,04
BATCH_3883,2024-04-07,169.12433605797057,26,95.0,45.7,15,6.84,016,01
BATCH_4171,2024-04-22,157.9122585107984,6,85.0,34.1,66,7.0,013,01
BATCH_9479,2024-01-09,227.1387289694328,46,92.0,41.2,36,8.674297555999999,015,01
BATCH_5365,2025-01-20,203.23001356319804,0,100.0,46.9,26,5.69,002,05
BATCH_3253,2024-06-30,232.5607697024375,31,100.0,35.5,62,4.14,001,10
BATCH_7492,2024-03-20,212.771485227572,50,83.0,65.6,56,9.847096231999998,017,02
BATCH_2570,2024-04-03,187.2840884691492,11,97.0,74.5,51,3.49,003,08
BATCH_7176,2024-05-12,221.032240803372,37,81.0,67.7,19,8.37,001,06
BATCH_7020,2024-04-22,218.01373691270868,4,96.0,45.4,14,2.67,009,02
BATCH_1431,2024-06-17,168.18799425612173,33,89.0,57.5,45,6.18,004,07
BATCH_6715,2024-03-05,169.11300727590896,23,85.0,74.9,9,3.18,015,07
BATCH_1097,2024-01-20,239.69661943693467,44,82.0,30.2,43,5.8,013,04
BATCH_7839,2024-01-12,208.31932031671363,19,88.0,37.5,72,8.95,008,03
BATCH_1812,2024-02-27,222.33568904878229,47,89.0,55.8,56,2.34,013,03
BATCH_3013,2024-05-28,187.7275476013425,40,87.0,68.2,17,2.724119676,017,06
BATCH_7179,2024-04-29,238.23539946179235,42,86.0,41.4,64,6.023951812,012,08
BATCH_1248,2025-02-25,237.20466511561725,25,100.0,35.4,19,2.92,018,06
BATCH_1657,2024-01-29,153.2739233697033,30,82.0,36.3,34,2.793756752,016,09
BATCH_6839,2024-05-06,233.68978673931284,24,82.0,67.9,26,7.13262922,011,10
BATCH_8198,2024-03-28,157.010376703664,37,94.0,34.5,51,2.68,008,06
BATCH_9949,2024-07-11,237.26902815738777,6,100.0,75.8,36,3.4170430560000002,009,10
BATCH_5325,2024-03-05,221.91402065728957,19,94.0,30.1,63,6.37,005,03
BATCH_2783,2024-06-15,179.52299976683614,37,86.0,64.1,8,9.14,018,05
BATCH_1208,2024-02-19,238.8474264756902,24,83.0,30.0,70,5.4220392639999995,006,08
BATCH_5476,2024-03-22,167.35980353198678,49,92.0,52.2,58,8.17,012,08
BATCH_4023,2024-07-04,155.42194317290296,48,88.0,46.7,6,2.989567936,014,08
BATCH_9534,2024-06-03,227.82443410544687,47,79.0,58.7,38,1.259672652,010,09
BATCH_6194,2024-01-22,248.5127434096281,19,85.0,66.7,69,9.1,005,05
BATCH_1214,2024-02-22,182.2104936689648,22,80.0,74.5,42,2.26,011,08
BATCH_7910,2024-05-15,222.043980168722,43,86.0,30.3,40,8.634997424,018,02
BATCH_9191,2024-05-16,210.03264363383923,9,88.0,58.3,54,5.770224644,010,08
BATCH_4659,2024-01-06,213.1624301803111,2,89.0,36.3,25,6.98,010,02
BATCH_4606,2024-03-29,222.51757340020893,48,94.0,46.6,35,4.757384399999999,017,01
BATCH_8736,2024-06-10,218.58367226650387,1,97.0,31.0,32,9.723680028,015,09
BATCH_9301,2025-03-08,184.7598453461317,32,90.0,68.0,16,7.81,008,03
BATCH_5472,2024-07-18,208.5498310783516,15,94.0,56.9,36,8.02,006,03
BATCH_9019,2024-02-03,199.51703216122905,11,85.0,64.5,51,9.502358231999999,004,01
BATCH_2630,2024-04-18,167.59210041937186,28,92.0,60.6,50,4.717394792,009,09
BATCH_2999,2024-01-17,2490.962229339445,19,82.0,66.4,16,5.292417776,012,09
BATCH_1936,2024-01-22,200.8788290135033,30,96.0,79.0,69,1.33,010,10
BATCH_5017,2024-01-05,198.89520139990515,0,80.0,49.2,37,7.53,010,08
BATCH_9325,2024-06-17,154.5620656044771,45,94.0,39.1,63,7.175376731999999,015,06
BATCH_4860,2024-06-06,230.73126024185973,3,99.0,36.0,37,2.39248172,001,05
BATCH_4547,2024-06-28,2234.6246833871123,35,100.0,49.7,18,1.19,001,03
BATCH_2315,2024-02-15,160.19320643069034,36,84.0,63.1,10,2.16,016,09
BATCH_2642,2024-07-09,227.97603205191072,39,95.0,39.0,65,7.424967044,008,06
BATCH_4604,2024-07-02,202.6265997390479,31,99.0,55.9,24,2.34,014,05
BATCH_4570,2024-02-17,199.80819563291607,8,86.0,39.2,10,9.03,009,09
BATCH_7415,2024-06-22,161.3801032138848,13,82.0,42.4,9,4.66,003,01
BATCH_4852,2024-03-14,223.7565741220077,39,25.0,32.1,31,3.7900495719999996,006,09
BATCH_3200,2024-02-12,242.389901080507,24,89.0,72.0,5,4.406441116,015,09
BATCH_4536,2024-06-17,229.61039024645055,3,80.0,36.2,26,5.461339396,017,08
BATCH_2361,2024-04-29,234.0557622695032,29,90.0,69.8,13,9.39,007,07
BATCH_6640,2024-04-03,240.41972354608365,50,83.0,31.4,7,4.89,008,01
BATCH_9550,2024-03-10,212.76866707766055,41,85.0,44.0,24,1.1,018,10
BATCH_4772,2024-07-02,233.49214176978285,32,83.0,60.5,19,7.55,004,04
BATCH_6023,2024-04-01,180.9321584623827,38,100.0,34.2,47,4.17,018,05
BATCH_2392,2024-05-28,242.7815169994404,14,89.0,45.6,60,8.916993108,015,03
BATCH_5430,2024-07-08,231.02563736521768,4,98.0,30.9,46,4.93,013,07
BATCH_6210,2024-06-15,2473.9533247059744,0,80.0,34.5,54,3.71,019,02
BATCH_2166,2024-05-05,177.2399766807639,13,88.0,68.1,6,8.45,013,04
BATCH_5278,2024-04-09,172.81345434078415,8,88.0,58.8,72,4.29,003,04
BATCH_2580,2024-04-05,227.09850239730383,14,55.00000000000001,77.5,4,7.1622766879999995,004,03
BATCH_8401,2024-01-26,158.04531305289498,21,83.0,35.9,72,1.64440026,002,05
BATCH_2189,2024-01-29,235.60237681692496,3,92.0,54.1,44,5.51,005,09
BATCH_2449,2024-04-08,176.3579053134378,22,100.0,70.5,67,1.46,002,08
BATCH_5666,2024-04-15,203.0789970060572,40,80.0,39.7,70,10.090481259999999,010,05
BATCH_2963,2024-05-10,173.07809846022454,42,91.0,79.5,60,4.675336756,014,03
BATCH_5493,2024-01-05,246.4784181100459,7,99.0,49.3,12,4.38,018,08
BATCH_2092,2024-03-29,240.57207377167697,14,86.0,51.5,28,3.901055208,001,10
BATCH_9424,2024-04-13,183.77960597508985,10,93.0,65.2,21,5.657840056,002,08
BATCH_5556,2024-04-05,164.5100107646554,32,100.0,56.4,36,3.693522932,006,10
BATCH_2367,2024-05-09,181.30055090857465,41,97.0,41.3,44,7.289140272,020,10
BATCH_2981,2024-04-03,215.74463402032467,24,82.0,73.1,43,6.561053616,005,07
BATCH_5858,2024-05-09,241.0903173857049,8,96.0,74.9,32,4.100313772,001,06
BATCH_4726,2024-05-22,157.2875252515091,19,82.0,44.5,44,1.9,019,09
BATCH_7373,2024-05-19,243.20627416758097,46,87.0,66.3,43,7.03,020,07
BATCH_5490,2024-02-28,166.4727413054224,6,81.0,55.7,24,2.5765718119999996,015,10
BATCH_7793,2024-07-04,208.3384457520213,25,93.0,71.6,49,2.155301976,007,08
BATCH_7419,2024-05-28,215.54866880239555,8,80.0,50.9,44,3.28190576,001,02
BATCH_8414,2024-02-11,194.99427249650776,6,92.0,60.2,24,9.90432274,006,07
BATCH_6315,2024-04-07,194.53166430370712,18,63.0,69.6,67,6.413505752,015,08
BATCH_9082,2024-05-23,210.9807961675446,37,98.0,47.9,20,2.122207128,009,04
BATCH_1504,2024-03-09,199.67656777267183,17,96.0,77.4,50,3.661807036,018,04
BATCH_3420,2024-06-16,227.16595979266827,43,89.0,59.8,27,9.52,008,07
BATCH_6339,2024-04-07,203.10371823560223,6,98.0,61.4,58,9.120388528,009,07
BATCH_2945,2024-04-04,186.0723524592858,38,90.0,49.1,69,5.183480568,009,08
BATCH_8542,2024-03-27,186.22088591009972,7,79.0,78.9,36,5.175206856,020,06
BATCH_8487,2025-02-03,230.0685488805205,22,81.0,33.0,14,6.2,020,03
BATCH_4825,2024-06-12,229.7400911100729,4,97.0,65.3,21,9.878122652,016,03
BATCH_5544,2024-03-27,191.14787241143512,27,85.0,53.3,7,9.49,005,06
BATCH_1414,2024-06-03,190.10453830576608,22,91.0,34.5,43,4.67,006,02
BATCH_2414,2024-02-09,241.07604683150623,18,81.0,43.0,49,2.511071592,015,05
BATCH_7944,2024-05-06,157.21900681500432,50,84.0,32.5,42,6.907170568000001,014,04
BATCH_3622,2024-04-01,157.064718953048,15,95.0,69.3,66,2.85,002,10
BATCH_8012,2024-03-22,193.6331454890131,21,93.0,61.6,53,2.294576128,007,01
BATCH_6009,2024-04-02,193.66416166281357,8,80.0,32.4,48,4.49,001,07
BATCH_1360,2024-06-27,167.04037760480992,47,86.0,73.1,56,9.393421024,003,03
BATCH_5772,2024-03-13,166.02212240126548,30,96.0,44.2,27,6.317668587999999,002,09
BATCH_4834,2024-01-20,157.44411744824583,45,88.0,66.1,65,2.7,015,05
BATCH_7634,2024-05-03,193.43390147891728,25,94.0,45.5,43,5.86,002,02
BATCH_9579,2024-06-15,194.1439628696976,50,88.0,30.8,22,6.352142388,020,05
BATCH_2852,2024-03-29,203.95647159399965,18,81.0,46.6,54,4.935269207999999,008,06
BATCH_5888,2024-06-22,183.5449801990714,45,99.0,54.4,29,5.959141068,003,04
BATCH_4957,2024-06-01,230.9978630894464,41,81.0,45.4,11,7.351193112,013,10
BATCH_4427,2024-02-19,228.942894933778,21,85.0,33.7,70,8.03,005,01
BATCH_7075,2024-05-21,191.82230612161936,10,83.0,38.1,46,5.54683442,014,01
BATCH_6241,2024-01-01,156.95010793055906,6,92.0,37.8,16,4.5,018,09
BATCH_7957,2024-07-04,176.28510085988904,31,98.0,33.0,34,4.13,020,08
BATCH_7704,2024-01-10,191.7647867120881,33,85.0,54.1,23,6.66,017,09
BATCH_1495,2024-02-27,170.21034658766766,44,81.0,36.2,55,8.35,018,04
BATCH_1913,2024-02-17,227.1346730404587,19,96.0,75.7,47,9.56,018,07
BATCH_8178,2024-03-18,158.57840353666964,31,3.0,66.3,31,1.13,003,03
BATCH_9246,2024-02-08,233.02458803918864,0,98.0,35.0,9,7.99,009,04
BATCH_8559,2024-07-14,163.4195169288687,31,82.0,68.6,30,6.052220328,004,10
BATCH_6791,2024-01-02,185.46419454791692,44,83.0,37.6,6,9.225878355999999,003,03
BATCH_3564,2024-06-28,242.8832518368285,18,95.0,66.2,69,1.867790484,017,02
BATCH_6232,2024-05-16,184.6025157394429,30,82.0,38.1,66,2.662756312,017,01
BATCH_9454,2024-07-08,222.9907482997585,29,97.0,55.5,17,5.16,004,05
BATCH_6008,2024-05-17,208.293599381833,45,93.0,72.6,21,8.33,018,08
BATCH_9543,2024-01-26,248.14120199869805,24,84.0,70.8,28,9.23,020,10
BATCH_3392,2024-05-17,223.8130786018806,15,94.0,62.0,35,6.182531292,005,05
BATCH_7074,2024-02-09,216.83192359242952,18,94.0,65.7,30,4.482283476,009,03
BATCH_3182,2024-01-04,179.72125152048,42,96.0,73.1,63,4.32,003,02
BATCH_3257,2024-06-25,165.86034776525617,39,97.0,31.4,52,3.45,007,04
BATCH_9273,2024-06-26,173.95210173944457,49,93.0,32.8,15,7.72,002,08
BATCH_8477,2024-02-27,153.1987062987786,41,95.0,37.7,67,7.27,010,06
BATCH_2902,2024-02-29,240.02766703429413,42,51.0,71.9,67,1.52,007,02
BATCH_5411,2024-03-09,163.54635523830015,31,97.0,56.5,37,4.27,018,01
BATCH_1127,2024-01-04,170.98373979151756,49,96.0,69.1,37,7.49,012,07
BATCH_6083,2025-03-17,195.8202396079032,38,90.0,34.0,34,2.102212324,010,10
BATCH_4908,2024-04-26,219.44406654703627,26,88.0,48.8,7,8.17,017,09
BATCH_5647,2024-05-24,211.50848359900905,43,89.0,59.3,43,9.643700812,005,08
BATCH_3304,2024-06-23,186.2860260374541,50,94.0,65.4,11,5.79,010,09
BATCH_8905,2024-04-30,156.45739155511188,49,90.0,33.0,22,1.78,019,05
BATCH_5969,2024-06-30,194.7233476330861,0,91.0,59.4,53,3.4067009159999997,002,03
BATCH_4253,2024-01-31,168.97994457907572,24,82.0,55.7,57,8.950777431999999,002,04
BATCH_8083,2024-03-23,191.46326559261627,28,98.0,43.6,72,4.72,008,10
BATCH_4825,2024-01-15,159.82080841032342,50,98.0,33.5,46,3.3274111759999996,019,03
BATCH_9800,2024-05-24,151.20733317933386,39,83.0,30.2,4,7.01,004,03
BATCH_9881,2024-03-22,233.45279241877,38,100.0,44.0,68,3.8996762560000002,004,04
BATCH_9645,2024-05-19,243.19743111091805,13,100.0,35.6,38,3.23,020,09
BATCH_9644,2024-03-25,159.9215770684385,35,99.0,31.8,64,1.96845398,017,08
BATCH_6303,2024-07-02,242.65530589245196,26,99.0,75.8,7,8.591560436,020,10
BATCH_6230,2024-04-29,192.96229811983287,0,92.0,69.0,18,8.461249472,005,07
BATCH_5478,2024-05-07,202.12041288465923,29,81.0,30.2,35,8.29,008,04
BATCH_8865,2024-06-26,212.8264763909817,30,82.0,39.9,70,8.81,014,09
BATCH_8038,2024-03-30,175.5383895719687,27,84.0,34.5,70,8.779097907999999,001,03
BATCH_1228,2024-06-13,150.65809588766865,40,94.0,44.9,10,5.46754468,009,08
BATCH_7547,2024-06-10,173.2004846722594,10,86.0,53.0,57,6.77,011,04
BATCH_5759,2024-05-02,203.44426698028624,36,93.0,42.9,63,7.228466384,014,01
BATCH_1016,2024-05-20,223.07660711926115,10,97.0,49.2,70,4.238208972,003,10
BATCH_4650,2024-02-03,159.767155439074,21,88.0,66.7,36,2.76,015,09
BATCH_3684,2024-04-13,248.52849868910755,40,81.0,69.2,55,5.230364936,018,06
BATCH_1584,2024-06-23,249.5230128159615,17,100.0,39.1,63,0.981813824,015,05
BATCH_7233,2024-04-04,236.937953126718,19,90.0,64.7,43,5.926735696,003,07
BATCH_3563,2025-03-02,174.15794525347158,22,96.0,31.4,6,4.849774184,008,05
BATCH_3930,2024-03-18,248.3148438166359,7,85.0,45.4,26,5.966725304000001,008,09
BATCH_4979,2025-03-01,155.59193820078764,33,13.0,35.6,16,5.23312284,002,02
BATCH_8513,2024-05-08,2287.0730537795903,12,92.0,38.6,15,9.75,020,02
BATCH_8058,2024-03-27,220.83736154865733,38,84.0,37.5,45,6.97,010,06
BATCH_9350,2024-05-12,187.3963121504568,4,88.0,55.1,20,4.33,002,05
