batch_id,production_date,temperature,pressure,pressure_unit,machine_id,defect_count,operator_id,quality_score,humidity,machine_runtime
BATCH_5590,2024-06-05,169.06756196590396,100.53,psi,MCH_06,20,OP_003,94.0,79.9,48
BATCH_1954,2024-06-03,227.26972595179214,8.78,bar,MCH_07,-35,OP_004,99.0,64.1,4
BATCH_4017,2024-03-23,170.67860684962113,5.12,bar,MCH_01,42,OP_008,91.0,74.7,30
BATCH_6775,2024-04-01,221.23476326789284,102.78,psi,MCH_05,11,OP_007,82.0,78.7,6
BATCH_8732,2024-07-18,170.91176266433885,9.29,bar,MCH_04,46,OP_018,96.0,51.3,70
BATCH_7003,2024-01-15,185.91059811981484,24.91,psi,MCH_08,45,OP_015,92.0,53.8,18
BATCH_9893,2024-01-15,240.87400344683437,43.15,psi,MACHINE03,33,OP_002,80.0,62.6,71
BATCH_1235,2024-03-21,236.61302482646494,99.18,psi,MCH_06,31,OP_006,84.0,33.2,17
BATCH_2201,2024-05-27,248.04864021357116,43.9,psi,MCH_01,48,OP_014,97.0,35.8,47
BATCH_1860,2024-06-07,200.6173142921628,64.38,psi,MCH_02,15,OP_007,95.0,44.3,37
BATCH_9439,2024-06-23,192.8562133387347,66.57,psi,MCH_03,28,OP_007,82.0,51.3,57
BATCH_2061,2024-04-04,152.12852591828425,110.2,psi,MCH_03,43,OP_007,99.0,48.8,60
BATCH_9593,2024-07-08,186.68468611767256,1.9,bar,MCH_08,19,OP_002,81.0,60.5,18
BATCH_6345,2024-02-03,199.7642189923757,8.8,bar,MCH_02,24,OP_018,0.33,35.1,27
BATCH_6120,2024-03-06,231.03813489769496,7.6,bar,MCH_02,16,OPER_009,0.35,68.3,13
BATCH_1840,2024-07-14,182.9912045944974,3.34,bar,MCH_01,36,OP_017,85.0,51.7,33
BATCH_8952,2024-06-23,197.60411437982233,39.07,psi,MCH_03,13,OP_016,84.0,75.1,30
BATCH_4813,2024-01-14,197.81964809698417,114.57,psi,MCH_09,20,OP_015,92.0,65.6,4
BATCH_7001,2024-04-06,219.63089773361037,6.47,bar,MCH_06,31,OP_019,87.0,40.6,68
BATCH_6207,2024-06-27,205.10746282734155,119.24,psi,MCH_07,44,OP_018,98.0,46.0,35
BATCH_2727,2024-03-09,159.75424663274362,62.56,psi,MCH_03,25,OP_014,88.0,61.6,25
BATCH_9419,2024-05-17,194.4607858945796,4.63,bar,MCH_05,28,OP_017,96.0,50.0,11
BATCH_6272,2024-03-20,186.83885065472938,8.86,bar,MCH_08,10,OP_015,80.0,56.3,12
BATCH_7100,2024-02-02,249.9609165791579,30.49,psi,MCH_02,1,OP_017,91.0,58.1,27
BATCH_6327,2024-01-31,205.70139234880585,4.07,bar,MCH_06,33,OP_006,80.0,48.3,64
BATCH_1969,2024-04-13,208.22183989735143,9.91,bar,MCH_09,44,OP_020,100.0,58.4,52
BATCH_9094,2024-04-19,196.4021928809683,7.64,bar,MCH_10,46,OPER_006,85.0,42.3,67
BATCH_7785,2024-07-13,245.65895245589002,8.1,bar,MCH_09,3,OP_017,0.42,42.2,8
BATCH_4905,2024-03-01,227.824549163475,122.99,psi,MCH_09,24,OP_018,80.0,41.5,29
BATCH_5569,2024-03-25,206.3313576664974,6.84,bar,MCH_07,25,OP_007,100.0,73.7,33
BATCH_5255,2024-01-12,222.57231007805356,76.02,psi,MCH_10,23,OP_010,80.0,70.6,58
BATCH_1550,2024-04-27,155.0037793561049,53.4,psi,MCH_08,2,OP_007,96.0,46.6,53
BATCH_7445,2024-05-09,232.50253420841022,78.44,psi,MCH_08,9,OP_016,91.0,55.0,44
BATCH_1654,2024-01-12,198.6468934072929,48.5,psi,MCH_10,50,OP_007,99.0,54.4,38
BATCH_4932,2024-04-23,231.20098451632106,9.09,bar,MCH_06,7,OP_016,100.0,34.7,36
BATCH_1432,2025-03-21,164.94150494712818,27.35,psi,MCH_10,5,OP_013,81.0,77.9,57
BATCH_1076,2024-02-12,228.57012130214503,1.91,bar,MCH_09,33,OP_012,91.0,52.8,26
BATCH_5453,2024-07-18,174.75083174390124,56.0,psi,MCH_05,2,OP_013,88.0,30.9,25
BATCH_2120,2024-01-10,154.6646189956071,48.76,psi,MCH_08,37,OP_002,89.0,63.9,46
BATCH_3609,2024-01-16,150.50221049736666,93.11,psi,MCH_01,41,OP_011,96.0,79.1,67
BATCH_4751,2024-03-28,221.51716601593398,48.73,psi,MCH_01,37,OP_012,82.0,77.7,21
BATCH_2190,2024-07-07,189.66294513629896,112.55,psi,MCH_02,23,OPER_018,90.0,76.2,39
BATCH_6434,2024-04-22,190.82262558873234,7.88,bar,MCH_09,0,OP_016,90.0,73.4,20
BATCH_8380,2024-04-28,166.28663061342127,98.52,psi,MCH_07,19,OP_012,99.0,57.3,59
BATCH_2221,2024-05-28,175.83498967554462,3.38,bar,MCH_03,46,OP_017,98.0,43.9,40
BATCH_6523,2024-06-28,182.88770423378142,44.79,psi,MCH_09,-4,OP_011,97.0,74.8,58
BATCH_5540,2024-04-01,208.71817099107895,3.58,bar,MCH_06,9,OP_019,87.0,61.1,15
BATCH_2207,2024-07-13,243.40542578884265,70.54,psi,MCH_08,26,OP_002,84.0,74.0,59
BATCH_9022,2024-04-16,180.78791392437273,52.91,psi,MCH_07,0,OP_012,93.0,32.0,5
BATCH_7224,2024-04-01,249.56384722073935,28.82,psi,MCH_04,50,OP_018,84.0,32.1,26
BATCH_2955,2024-05-12,214.28861198060406,9.54,bar,MCH_08,48,OP_015,90.0,54.3,13
,2024-07-03,,20.98,psi,MCH_04,3,OP_009,88.0,64.8,59
BATCH_4032,2024-02-21,165.3338516169097,8.27,bar,MCH_09,-39,OP_002,91.0,65.3,65
BATCH_6063,2024-06-07,,85.98,psi,MCH_03,27,OP_001,89.0,65.6,13
BATCH_7707,2024-04-29,223.8454529327155,5.21,bar,MCH_07,31,OP_008,90.0,39.3,20
BATCH_7615,2024-07-01,186.83339316618375,106.5,psi,MCH_05,10,OP_007,0.5,61.5,52
BATCH_7205,2024-06-12,218.45361038523657,7.5,bar,MCH_01,16,OP_001,87.0,40.9,9
BATCH_4107,2024-03-06,183.7147785705943,7.14,bar,MCH_07,25,OP_016,98.0,79.8,19
BATCH_6694,2024-06-09,171.02516069255273,14.59,psi,MCH_10,6,OP_020,83.0,64.7,4
BATCH_5592,2024-01-22,199.95712725932236,107.7,psi,MCH_01,19,OP_006,85.0,44.6,67
BATCH_5090,2024-05-30,219.656634965414,9.52,bar,MCH_03,22,OP_002,90.0,60.4,26
BATCH_9867,2024-07-03,168.44693653516842,138.1,psi,MCH_07,36,OP_014,98.0,36.2,38
BATCH_9294,2024-06-20,178.94682165185145,94.27,psi,MCH_03,49,OPER_013,89.0,44.6,46
BATCH_9319,2024-05-27,220.65140652449742,5.36,bar,MCH_08,30,OP_013,0.41,65.4,40
BATCH_8987,2024-04-22,194.79216517992776,7.75,bar,MCH_04,1,OP_005,100.0,62.9,33
BATCH_2142,2024-03-23,181.18597064805303,3.75,bar,MCH_08,26,OP_011,82.0,68.0,29
BATCH_1943,2024-04-21,234.9270680330767,140.81,psi,MCH_07,2,OP_012,85.0,46.6,40
BATCH_6999,2024-06-10,177.42722124590813,4.84,bar,MCH_03,12,OP_005,86.0,49.0,51
BATCH_6861,2024-03-06,151.21693999209924,7.96,bar,MCH_02,27,OP_013,93.0,54.6,15
BATCH_3508,2024-06-18,187.06582812809904,112.79,psi,MCH_03,15,OP_019,82.0,34.0,72
BATCH_8991,2024-05-27,232.91789127251582,9.45,bar,MCH_09,47,OP_004,84.0,62.3,10
BATCH_8611,2024-02-25,223.13039453304418,20.16,psi,MCH_09,39,OP_016,95.0,75.5,5
BATCH_2869,2024-07-09,200.56270199432697,7.85,bar,MCH_07,22,OP_013,98.0,36.7,59
BATCH_4954,2024-06-19,156.48948617192644,40.69,psi,MCH_05,18,OP_019,96.0,51.3,52
BATCH_8982,2024-05-25,227.27857480532563,104.38,psi,MCH_06,44,OP_011,93.0,37.8,42
BATCH_4920,2024-07-01,,52.88,psi,MCH_10,48,OP_008,0.69,49.8,54
BATCH_1740,2024-01-10,240.99908544309292,30.78,psi,MCH_05,43,OP_003,86.0,38.9,71
BATCH_9356,2024-07-03,169.86661317669845,58.11,psi,MCH_09,3,OP_015,0.9,65.0,16
BATCH_1472,2024-07-06,237.22386955571105,137.28,psi,MCH_08,26,OP_020#,97.0,56.4,54
BATCH_9723,2024-07-01,238.77335141825006,7.35,bar,MCH_10,48,OP_011,96.0,70.2,54
BATCH_9809,2024-07-16,213.99904315498827,118.4,psi,MCH_06,43,OP_017,92.0,68.8,24
BATCH_1145,2024-01-15,235.50746826920752,29.34,psi,MCH_10,30,OP_006,0.42,34.6,31
BATCH_6439,2024-02-01,157.05868974177218,7.53,bar,MCH_10,36,OP_005#,89.0,52.6,37
BATCH_1306,2024-04-26,246.85275606563886,31.52,psi,MCH_10,2,OP_015,94.0,39.7,38
BATCH_8480,2024-06-25,222.20463935089265,6.54,bar,MCH_09,26,OP_019,99.0,52.0,6
BATCH_8718,2024-04-27,2279.405061443524,3.2,bar,MCH_06,14,OP_006,94.0,71.1,27
BATCH_1845,2024-01-15,180.812440373707,1.43,bar,MCH_09,13,OP_009,83.0,79.4,45
BATCH_8668,2025-01-26,187.38775237078733,108.84,psi,MCH_01,-42,OP_003,84.0,78.2,34
BATCH_1504,2024-06-23,157.72349952746418,5.56,bar,MCH_03,30,OP_001,94.0,62.9,20
BATCH_4405,2024-04-02,228.25596969953727,143.92,psi,MCH_09,18,OP_016,94.0,51.8,35
BATCH_8083,2024-01-29,2045.9900477359954,4.08,bar,MCH_01,37,OP_006,80.0,68.8,68
BATCH_7024,2024-01-31,206.47768642335436,9.8,bar,MCH_04,29,OP_004,94.0,33.8,63
BATCH_2297,2024-07-14,174.4725820577641,120.0,psi,MCH_09,19,OP_001,97.0,60.4,30
BATCH_9566,2025-01-06,222.07643869202758,55.62,psi,MACHINE07,35,OP_008,87.0,78.8,32
BATCH_1994,2024-02-14,247.1064961028353,5.36,bar,MCH_05,18,OP_014,86.0,74.2,47
BATCH_4350,2024-03-09,172.3002474051264,85.9,psi,MCH_07,44,OP_016,85.0,61.0,41
BATCH_7268,2024-02-08,159.23725629091385,1.01,bar,MCH_04,49,OP_020#,97.0,32.0,64
BATCH_3735,2024-01-23,191.88143405605786,8.35,bar,MCH_03,2,OP_014,0.7,67.2,63
BATCH_3870,2024-03-15,165.5295071584322,2.34,bar,MCH_08,3,OP_010,0.56,31.3,61
BATCH_3127,2024-04-26,182.44807955638953,143.03,psi,MCH_02,48,OP_003,92.0,66.2,56
BATCH_8622,2024-06-13,236.60960207541405,94.92,psi,MCH_02,15,OP_020,89.0,53.4,9
BATCH_7639,2024-05-22,198.94745348043756,75.3,psi,MCH_01,33,OP_019,87.0,56.9,13
BATCH_6861,2025-03-14,237.05631234506126,115.4,psi,MCH_02,5,OP_005,87.0,41.9,18
BATCH_2190,2024-02-22,,31.84,psi,MCH_08,2,OP_002,84.0,78.6,55
BATCH_4309,2024-07-15,171.10629310233395,78.73,psi,MCH_04,37,OP_011,99.0,69.0,10
BATCH_1516,2024-06-27,173.48490345719088,4.6,bar,MCH_10,37,OP_007,96.0,35.1,15
BATCH_5627,2024-06-05,168.59595760265833,75.2,psi,MCH_05,10,OP_003,100.0,75.1,52
BATCH_4424,2024-05-31,174.72967856538045,6.19,bar,MCH_10,14,OP_010,94.0,67.8,4
BATCH_9754,2024-04-07,226.72350551919993,5.62,bar,MCH_07,16,OP_003,0.24,43.7,68
BATCH_5694,2024-04-08,228.9815452848145,5.02,bar,MCH_08,21,OP_004,0.64,58.1,31
BATCH_7535,2024-06-06,181.0372375117878,127.21,psi,MCH_02,4,OP_008,89.0,74.2,19
BATCH_2277,2024-03-14,197.761916081364,73.62,psi,MCH_04,3,OP_004,87.0,53.3,47
BATCH_2111,2024-04-03,205.19604417972016,109.45,psi,MCH_09,46,OP_009,0.67,30.4,63
BATCH_2214,2024-04-14,186.50639825337757,5.73,bar,MCH_07,45,OP_008,89.0,68.2,27
BATCH_4440,2024-06-10,184.30898484588644,4.93,bar,MCH_03,23,OP_001,97.0,32.8,49
BATCH_9796,2024-04-09,241.54887342375184,5.75,bar,MCH_04,38,OP_004,97.0,33.9,36
BATCH_5347,2024-03-13,150.91528013195455,7.97,bar,MCH_04,38,OPER_012,97.0,46.8,36
BATCH_6348,2024-03-20,189.96553113734882,5.12,bar,MCH_01,30,OP_009,93.0,50.8,59
BATCH_1894,2024-01-02,169.5597995508983,136.17,psi,MCH_06,36,OP_018,90.0,76.8,16
BATCH_3558,2024-06-13,214.3114278594667,8.14,bar,MCH_04,5,OP_012,99.0,71.9,44
BATCH_9531,2024-05-18,,90.83,psi,MCH_01,9,OP_011,83.0,44.8,51
BATCH_9204,2024-03-14,229.6998329014129,142.73,psi,MCH_01,36,OP_003,84.0,63.4,41
BATCH_9098,2024-06-15,213.6631060727978,5.26,bar,MCH_08,5,OP_013,0.9,63.4,62
BATCH_9340,2024-03-14,223.04253132151473,54.58,psi,MCH_02,35,OP_014,95.0,39.5,52
BATCH_6956,2024-04-15,192.50611268782032,7.2,bar,MCH_06,22,OP_014,89.0,70.3,5
BATCH_4307,2024-05-20,157.35814098383446,120.74,psi,MCH_02,43,OP_002,83.0,64.0,22
BATCH_4173,2024-05-06,184.770238319897,31.73,psi,MCH_06,25,OP_009,97.0,73.3,23
BATCH_7550,2024-06-09,239.90316648136195,2.69,bar,MCH_09,18,OP_017,90.0,33.0,12
BATCH_3132,2024-01-16,167.56908474590026,146.29,psi,MCH_08,8,OP_004,89.0,62.0,12
BATCH_1333,2024-07-13,208.57706213686862,24.63,psi,MCH_06,12,OP_016,94.0,52.5,56
BATCH_6406,2024-04-19,194.53428797826763,2.19,bar,MCH_10,46,OP_018,92.0,67.4,70
BATCH_5360,2024-02-03,,5.5,bar,MACHINE04,37,OP_019,82.0,61.3,54
BATCH_9425,2024-03-31,160.25035437693185,38.24,psi,MCH_07,22,OP_011,0.43,35.8,25
BATCH_2180,2025-02-16,241.89404903701939,15.23,psi,MCH_02,11,OP_002,89.0,76.0,19
BATCH_2471,2024-02-06,244.8842429509493,9.47,bar,MCH_03,36,OP_004,80.0,31.7,22
BATCH_4153,2024-02-28,226.04872373397725,107.32,psi,MCH_09,23,OP_003,80.0,58.4,45
BATCH_7729,2024-05-23,212.6012186043999,140.62,psi,MCH_02,42,OP_009,99.0,61.9,53
BATCH_5001,2024-04-21,158.47832076261855,59.81,psi,MCH_03,22,OP_001,87.0,30.8,71
BATCH_2332,2024-04-18,163.8353456149679,5.17,bar,MCH_09,16,OP_008,91.0,37.8,5
BATCH_4353,2024-01-21,245.34825258812998,1.9,bar,MCH_06,32,OP_016#,93.0,37.0,33
BATCH_4396,2024-02-20,170.76020095390652,1.65,bar,MCH_03,35,OP_010,81.0,50.6,50
BATCH_5277,2024-01-01,246.73372773046611,59.91,psi,MCH_04,15,OP_010,81.0,75.4,36
BATCH_6823,2024-05-04,243.8646764001814,141.04,psi,MCH_02,50,OP_009,80.0,77.7,41
BATCH_9681,2024-01-25,243.50916500181341,1.62,bar,MCH_01,36,OP_001,94.0,48.7,56
BATCH_4162,2024-02-21,205.2375457683455,4.36,bar,MCH_03,36,OP_009,80.0,73.7,6
BATCH_5057,2024-05-01,198.7688688276065,9.78,bar,MCH_02,29,OPER_007,97.0,40.2,15
BATCH_8650,2024-04-01,199.94948237294253,5.8,bar,MCH_08,24,OPER_008,85.0,33.5,23
BATCH_4118,2024-03-16,152.98936948472254,64.99,psi,MCH_06,2,OP_008,83.0,54.5,59
BATCH_5362,2024-02-19,232.8306595180315,6.94,bar,MCH_01,34,OP_011,97.0,56.5,48
BATCH_7793,2024-05-29,229.3257607356548,71.61,psi,MCH_06,24,OP_016,85.0,34.8,24
BATCH_4145,2024-06-08,175.49327449401977,4.4,bar,MCH_10,7,OP_012,0.96,62.9,36
BATCH_6636,2024-05-21,186.2101818598768,7.1,bar,MCH_06,13,OP_016,97.0,42.1,62
BATCH_5613,2024-06-14,230.7001034713622,139.32,psi,MCH_08,46,OPER_004,93.0,35.0,28
BATCH_1429,2024-01-10,224.7699815826217,149.15,psi,MCH_07,36,OP_004,88.0,64.9,43
BATCH_8359,2024-05-13,244.72168593043665,7.27,bar,MCH_10,7,OP_014,97.0,77.4,51
BATCH_6028,2024-04-05,169.4837150563731,54.89,psi,MCH_08,49,OP_002,96.0,80.0,27
BATCH_4837,2024-07-01,235.4880640211781,101.61,psi,MCH_04,-14,OPER_005,83.0,67.4,4
BATCH_9406,2024-05-09,178.58402203048678,1.83,bar,MCH_09,40,OP_005,85.0,70.2,69
BATCH_2287,2024-02-25,215.2230069039355,28.8,psi,MCH_02,38,OP_013,92.0,60.3,68
BATCH_3821,2024-03-17,165.78626373043863,119.1,psi,MCH_01,49,OP_012,92.0,44.4,61
BATCH_5727,2024-05-15,221.91865829718466,5.68,bar,MCH_09,21,OP_011,89.0,36.6,39
BATCH_7890,2024-06-19,208.43590060377926,7.12,bar,MCH_01,10,OP_003,90.0,39.7,7
BATCH_7891,2025-04-09,223.60790687110799,86.48,psi,MCH_03,41,OP_010,98.0,72.7,60
BATCH_2189,2024-07-09,157.43314714275144,22.88,psi,MCH_09,48,OP_001,97.0,72.9,56
BATCH_8136,2024-05-23,244.7528320598642,7.65,bar,MCH_07,30,OP_001,98.0,39.3,8
BATCH_1257,2024-04-29,165.83461819968534,3.37,bar,MCH_09,15,OP_010,87.0,73.5,61
BATCH_7481,2024-02-06,230.0344995251739,5.04,bar,MACHINE04,49,OP_011,80.0,65.5,24
BATCH_4052,2024-07-04,227.8417022580695,54.39,psi,MCH_05,19,OP_009,0.94,72.3,51
BATCH_3405,2024-05-07,201.2057090556,79.71,psi,MCH_07,28,OP_018,81.0,45.3,19
BATCH_2381,2024-06-20,249.9079173980111,7.58,bar,MACHINE06,41,OP_012,96.0,40.5,37
BATCH_8950,2024-01-07,160.24605205169524,110.9,psi,MACHINE10,47,OP_011,99.0,52.1,52
BATCH_9219,2024-02-26,213.54308092418466,118.15,psi,MCH_06,29,OP_006,96.0,48.8,47
BATCH_1085,2024-05-31,174.93743974540143,3.73,bar,MCH_06,9,OP_015,100.0,32.6,64
BATCH_9869,2024-07-17,228.5435739226728,4.84,bar,MCH_09,1,OP_017,80.0,55.2,48
BATCH_1244,2024-06-05,180.15825502076333,9.47,bar,MCH_02,19,OP_018,91.0,68.2,40
BATCH_2192,2024-07-02,178.6209502182844,6.86,bar,MCH_01,48,OP_006,100.0,56.4,44
BATCH_5409,2024-01-12,150.50768381510792,8.3,bar,MCH_01,-49,OP_007,92.0,64.5,59
BATCH_3923,2024-06-19,174.05125315589424,7.17,bar,MCH_10,33,OP_004,94.0,52.1,10
BATCH_9203,2024-01-24,196.49053513895797,7.54,bar,MCH_03,38,OP_012,85.0,70.6,51
BATCH_4997,2024-02-15,224.12838087159483,85.43,psi,MCH_02,34,OPER_008,91.0,73.4,53
BATCH_4620,2024-01-29,228.369084421736,40.91,psi,MCH_08,14,OP_020,100.0,58.9,66
BATCH_3682,2024-04-24,231.87019676982254,72.55,psi,MCH_10,36,OP_003,0.22,72.8,53
BATCH_1389,2024-01-15,211.58915494814295,5.44,bar,MCH_09,46,OP_014,100.0,41.2,68
BATCH_2182,2024-02-02,170.29744234862747,113.21,psi,MCH_10,50,OP_011,84.0,54.7,18
BATCH_7328,2024-03-29,151.08665472731667,7.25,bar,MCH_01,42,OP_012,95.0,64.3,68
BATCH_5719,2024-04-25,175.3964761160648,8.96,bar,MCH_05,15,OP_002,0.6,49.6,54
BATCH_2080,2024-04-09,156.71585399460147,5.87,bar,MCH_02,28,OP_003,94.0,53.5,68
BATCH_2773,2024-04-30,162.58854192616533,1.16,bar,MCH_01,7,OP_004,96.0,36.6,69
BATCH_2425,2024-03-02,235.71669594384213,4.37,bar,MCH_07,10,OP_001,89.0,48.8,19
BATCH_3291,2024-01-19,175.94421034926003,1.52,bar,MCH_10,44,OP_019,94.0,45.5,67
BATCH_1784,2024-02-07,184.21196761027613,3.04,bar,MCH_02,17,OP_012,87.0,66.2,8
BATCH_3042,2024-06-19,190.01479829500522,2.92,bar,MCH_01,36,OP_016,85.0,72.1,24
BATCH_3070,2024-03-08,218.90947601000312,119.06,psi,MCH_10,36,OP_002,0.56,66.1,63
BATCH_8770,2024-02-05,155.32223991820132,133.85,psi,MCH_09,30,OP_017,91.0,72.3,68
BATCH_4213,2024-01-19,166.07426115709524,35.25,psi,MCH_03,35,OP_008,82.0,58.8,27
BATCH_5680,2024-05-05,220.21648963444522,9.76,bar,MCH_10,18,OP_005#,85.0,58.6,23
BATCH_4110,2024-03-27,239.66454035263348,1.58,bar,MCH_07,9,OP_013,89.0,76.7,39
BATCH_6685,2024-04-07,196.2589975347795,28.33,psi,MCH_03,28,OP_020,0.07,63.3,22
BATCH_6125,2024-06-02,1788.1471927617756,2.61,bar,MCH_07,4,OP_006,0.08,75.8,26
BATCH_2865,2024-02-02,224.74341795241753,84.65,psi,MCH_07,38,OP_006,0.98,37.3,34
BATCH_9923,2024-06-10,168.42329411769467,149.66,psi,MCH_07,14,OPER_003,92.0,62.3,44
BATCH_5664,2024-04-10,246.47284663135298,30.65,psi,MCH_09,36,OP_007,94.0,60.4,36
BATCH_7249,2024-04-13,229.3766656224516,32.22,psi,MCH_03,0,OP_016,98.0,66.0,47
BATCH_3493,2024-03-13,214.71599088460613,121.45,psi,MCH_06,24,OP_010,83.0,77.7,9
BATCH_7574,2024-03-14,249.36484188682778,9.56,bar,MCH_07,42,OP_017,84.0,55.1,15
BATCH_5386,2024-07-18,174.30546884236728,54.8,psi,MCH_07,15,OP_014,88.0,45.4,63
BATCH_2001,2024-01-28,171.92768169544868,9.64,bar,MCH_01,26,OP_014,97.0,73.0,48
BATCH_6327,2024-06-13,181.4770925962536,5.63,bar,MCH_03,19,OP_016,86.0,50.4,41
BATCH_7649,2024-04-03,164.00006072336816,133.58,psi,MCH_05,35,OP_015,90.0,66.2,49
BATCH_6881,2024-01-05,232.65101885388924,105.67,psi,MCH_05,36,OP_016,86.0,30.8,68
BATCH_8416,2024-04-08,233.15879899102498,74.97,psi,MCH_02,42,OP_018,96.0,34.3,56
BATCH_7105,2024-01-07,209.32500833378688,9.21,bar,MCH_10,1,OP_001,86.0,76.6,72
BATCH_6616,2024-02-02,166.1576878194351,35.83,psi,MCH_01,50,OP_003,80.0,39.5,71
BATCH_2137,2025-03-01,235.3146905122618,5.12,bar,MCH_09,34,OPER_016,87.0,54.2,46
BATCH_3655,2024-01-18,199.69210104301806,91.8,psi,MCH_02,38,OP_008,91.0,40.9,11
BATCH_9774,2024-01-28,228.94375744668196,115.0,psi,MCH_08,34,OPER_001,83.0,46.2,28
BATCH_3975,2024-03-05,,9.04,bar,MCH_01,11,OP_003#,90.0,71.4,34
BATCH_2783,2024-04-02,154.52205688134123,4.77,bar,MCH_01,31,OP_020,97.0,55.8,35
BATCH_3780,2024-07-03,158.22729402278222,3.32,bar,MCH_09,14,OP_018,90.0,61.0,62
BATCH_2736,2024-07-02,194.55297751295103,91.37,psi,MACHINE02,16,OP_012,81.0,75.6,21
BATCH_3937,2024-03-18,162.4970205357939,92.21,psi,MCH_07,44,OP_005,88.0,47.3,51
BATCH_6023,2025-01-24,182.11738261075166,142.66,psi,MCH_05,47,OP_018,91.0,51.2,64
BATCH_3380,2024-06-26,203.84462111005175,47.11,psi,MCH_01,39,OP_016,0.43,74.1,46
BATCH_4050,2024-06-22,190.45216253165,121.15,psi,MCH_04,37,OP_016,98.0,57.0,13
BATCH_1710,2024-02-11,245.93255066129652,7.49,bar,MCH_10,31,OP_007,97.0,37.1,51
BATCH_4529,2024-04-26,153.40983725870868,7.22,bar,MCH_10,8,OP_011,86.0,71.5,30
BATCH_3193,2024-01-23,161.64918129633568,45.51,psi,MCH_04,7,OP_005,100.0,43.0,17
BATCH_8423,2025-03-23,158.67752755022943,4.95,bar,MCH_02,39,OP_015,82.0,54.9,21
BATCH_9024,2024-02-23,212.1879249956582,92.45,psi,MCH_07,14,OP_003,89.0,46.9,54
BATCH_7769,2024-04-24,,130.96,psi,MCH_03,48,OP_010,95.0,62.2,46
BATCH_1402,2024-03-04,241.19865828258187,4.88,bar,MCH_05,45,OP_007,80.0,78.1,16
BATCH_7613,2024-02-02,246.92097307457277,3.62,bar,MCH_01,22,OP_011,80.0,76.3,9
BATCH_8733,2024-02-29,228.58341383758125,104.73,psi,MCH_02,10,OP_006,94.0,66.3,41
BATCH_8127,2024-07-02,156.59294632937463,4.62,bar,MCH_08,43,OP_019,83.0,66.0,61
,2024-05-03,185.3044362250603,141.16,psi,MCH_07,37,OPER_018,0.82,72.2,51
,2024-04-28,243.82022731409654,7.86,bar,MACHINE01,1,OP_001,96.0,43.9,35
BATCH_8734,2025-01-25,248.69972542324,40.82,psi,MCH_10,1,OP_010,93.0,67.2,34
BATCH_1995,2024-02-18,247.24600873887582,5.91,bar,MCH_01,34,OP_017,83.0,62.2,71
BATCH_9134,2024-02-20,237.1381241154141,51.3,psi,MCH_10,39,OP_016,84.0,37.9,26
BATCH_1721,2024-02-14,158.7590683656861,115.07,psi,MCH_09,26,OPER_020,83.0,40.0,71
BATCH_9230,2024-06-29,167.75284715790738,4.21,bar,MCH_08,18,OP_006,91.0,49.9,61
BATCH_5634,2024-04-12,247.365487140193,7.84,bar,MCH_03,48,OP_001,0.27,36.4,30
BATCH_3919,2024-05-12,181.732332860855,7.3,bar,MCH_10,8,OP_007,81.0,62.6,54
BATCH_2758,2024-01-06,184.78880414379114,14.92,psi,MCH_03,50,OP_009#,85.0,35.1,39
BATCH_9925,2024-02-11,200.33494661969246,62.97,psi,MCH_05,39,OP_014,84.0,40.7,23
BATCH_4151,2024-05-06,209.31519675224456,107.57,psi,MCH_08,4,OP_020,83.0,36.1,19
BATCH_4646,2024-03-01,231.76175152395047,94.3,psi,MCH_03,1,OP_003,87.0,42.5,10
BATCH_9381,2024-03-03,207.40823782958978,7.63,bar,MCH_10,48,OP_020,90.0,41.3,64
BATCH_7629,2024-02-26,237.03662356958688,8.75,bar,MCH_08,22,OP_001,83.0,34.8,29
BATCH_7992,2024-03-06,242.7790501457311,9.4,bar,MCH_09,22,OP_019,86.0,71.9,65
,2024-01-22,194.45461392711098,136.17,psi,MCH_10,27,OP_007,82.0,64.1,64
BATCH_5265,2024-03-11,182.64160203691227,5.52,bar,MCH_01,37,OP_003,99.0,44.1,37
BATCH_9694,2024-02-18,228.04253385198217,104.42,psi,MCH_05,4,OP_016,94.0,52.0,54
BATCH_9718,2024-07-06,225.67535744381632,86.0,psi,MCH_04,43,OP_003,0.79,36.4,25
BATCH_4816,2025-01-24,241.05847693067346,2.06,bar,MCH_04,49,OP_019,85.0,78.8,12
BATCH_9684,2024-01-08,205.91094518163723,6.46,bar,MACHINE03,13,OP_005,94.0,66.9,33
BATCH_2457,2024-02-22,176.31095370213555,2.59,bar,MCH_02,5,OP_013,89.0,54.0,70
BATCH_8988,2024-05-25,,82.92,psi,MCH_10,1,OP_016,84.0,74.2,34
BATCH_1942,2024-01-04,162.96087525080978,7.32,bar,MCH_07,44,OP_011,90.0,62.9,12
BATCH_6616,2024-03-11,,4.86,bar,MCH_01,8,OP_018,91.0,49.9,60
BATCH_8348,2024-03-20,157.3153592528962,1.41,bar,MCH_04,30,OP_017,0.4,54.5,58
BATCH_9849,2024-04-24,202.80282221432793,6.35,bar,MCH_03,24,OP_010,85.0,48.9,32
BATCH_8439,2024-05-27,153.3571268418718,1.98,bar,MCH_09,29,OP_002,99.0,76.6,70
BATCH_8237,2024-06-04,227.252931984948,3.63,bar,MCH_07,24,OP_004,93.0,53.7,42
